article_incident_title,incday,incmo,incyr,case_status,region_psgc,province_psgc,municipality_psgc,city_psgc,manifestation_code1,incident_causes_code1,geo_tag_longitude,geo_tag_latitude,,
"Stabbing in Brgy. Bagan, Guindulungan, Maguindanao",19,10,2011,3,150000000,153800000,153825000,-99,906,1002,124.3996371,6.936685813,,
"Stabbing in Brgy. Bagua 3, Cotabato City",14,2,2016,2,120000000,-99,-99,129804000,906,-98,124.2424039,7.222615835,,
"Stabbing in Brgy. Bagua, Cotabato City",28,1,2015,2,120000000,-99,-99,129804000,906,-98,124.2416605,7.225171479,,
"Stabbing in Brgy. Bagua, Cotabato City ",28,12,2017,2,120000000,-99,-99,129804000,906,-98,124.2416605,7.225171479,,
"Stabbing in Brgy. Baka, Datu Odin Sinsuat, Maguindanao",29,6,2020,3,150000000,153800000,153807000,-99,906,-98,124.3056442,7.093911523,,
"Stabbing in Brgy. Banga, Wao, Lanao del Sur",17,2,2014,3,150000000,153600000,153630000,-99,906,3005,124.7279972,7.658329365,,
"Stabbing in Brgy. Bangkal, Patikul, Sulu",9,2,2016,3,150000000,156600000,156611000,-99,906,-98,121.0464697,6.051029298,,
"Stabbing in Brgy. Basak Malutlut, Marawi City, Lanao del Sur",3,2,2014,3,150000000,153600000,-99,153617000,906,-98,124.2707616,8.005966796,,
"Stabbing in Brgy. Bato, Lamitan City, Basilan",5,5,2017,5,150000000,150700000,-99,150702000,906,1002,122.1403079,6.671018915,,
"Stabbing in Brgy. Bato-Bato, Maguing, Lanao del Sur",7,3,2016,4,150000000,153600000,153634000,-99,906,-98,124.4849327,7.942514969,,
"Stabbing in Brgy. Bawisan, Parang, Sulu",31,3,2012,3,150000000,156600000,156609000,-99,906,-98,120.8846571,5.939615001,,
"Stabbing in Brgy. Blensong, Upi, Maguindanao",16,1,2015,3,150000000,153800000,153815000,-99,906,1007,124.1982463,7.00065186,,
"Stabbing in Brgy. Blensong, Upi, Maguindanao",14,6,2019,10,150000000,153800000,153815000,-99,906,1002,124.1982463,7.00065186,,
"Stabbing in Brgy. Bongao Poblacion, Bongao, Tawi-Tawi",31,10,2014,3,150000000,157000000,157002000,-99,906,-98,119.7723973,5.03036731,,
"Stabbing in Brgy. Bongao Poblacion, Bongao, Tawi-Tawi",29,9,2020,3,150000000,157000000,157002000,-99,906,-98,119.7723973,5.03036731,,
"Stabbing in Brgy. Bo-ot, Wao, Lanao del Sur",9,3,2015,3,150000000,153600000,153630000,-99,906,1002,124.725239,7.610476226,,
"Stabbing in Brgy. Bo-ot, Wao, Lanao del Sur ",20,6,2019,-98,150000000,153600000,153630000,-99,906,1002,124.725239,7.610476226,,
"Stabbing in Brgy. Borongotan, Upi, Maguindanao",16,11,2014,3,150000000,153800000,153815000,-99,906,-98,124.167542,6.983845526,,
"Stabbing in Brgy. Borongotan, Upi, Maguindanao",25,12,2020,3,150000000,153800000,153815000,-99,906,1002,124.167542,6.983845526,,
"Stabbing in Brgy. Buntongun, Wao, Lanao del Sur",17,10,2020,9,150000000,153600000,153630000,-99,906,-98,124.6954554,7.723536764,,
"Stabbing in Brgy. Bus-Bus in Jolo, Sulu",15,12,2015,3,150000000,156600000,156602000,-99,906,-98,121.0080767,6.058947101,,
"Stabbing in Brgy. Bus-bus, Jolo, Sulu",27,2,2016,3,150000000,156600000,156602000,-99,906,5012,121.0080767,6.058947101,,
"Stabbing in Brgy. Bus-bus, Jolo, Sulu",11,9,2014,3,150000000,156600000,156602000,-99,906,1008,121.0080767,6.058947101,,
"Stabbing in Brgy. Bus-bus, Jolo, Sulu",27,11,2013,3,150000000,156600000,156602000,-99,906,3001,121.0080767,6.058947101,,
"Stabbing in Brgy. Bus-bus, Jolo, Sulu",20,12,2015,3,150000000,156600000,156602000,-99,906,-98,121.0080767,6.058947101,,
"Stabbing in Brgy. Bus-bus, Jolo, Sulu",19,10,2017,12,150000000,156600000,156602000,-99,906,-98,121.0080767,6.058947101,,
"Stabbing in Brgy. Bus-Bus, Jolo, Sulu",12,1,2018,12,150000000,156600000,156602000,-99,906,-98,121.0080767,6.058947101,,
"Stabbing in Brgy. Bus-bus, Jolo, Sulu",19,7,2018,2,150000000,156600000,156602000,-99,906,-98,121.0080767,6.058947101,,
"Stabbing in Brgy. Bus-Bus, Jolo, Sulu",13,2,2019,12,150000000,156600000,156602000,-99,906,-98,121.0080767,6.058947101,,
"Stabbing in Brgy. Bus-Bus, Jolo, Sulu",30,7,2019,12,150000000,156600000,156602000,-99,906,-98,121.0080767,6.058947101,,
"Stabbing in Brgy. Campo Muslim, Malabang, Lanao del Sur",20,8,2013,3,150000000,153600000,153615000,-99,906,-98,124.0726747,7.593354647,,
"Stabbing in Brgy. Capual Island, Omar, Sulu",27,3,2016,3,150000000,156600000,156619000,-99,906,-98,121.415894,6.039500822,,
"Stabbing in Brgy. Carbon, Isabela City",4,12,2016,2,90000000,-99,-99,99701000,906,3001,121.9682439,6.711639184,,
"Stabbing in Brgy. Carbon, Isabela City",20,7,2020,4,90000000,-99,-99,99701000,906,3006,121.9682439,6.711639184,,
"Stabbing in Brgy. Cawayan, Marantao, Lanao del Sur",13,1,2013,3,150000000,153600000,153616000,-99,906,-98,124.2131725,7.95747998,,
"Stabbing in Brgy. Cebuano Group, Wao, Lanao del Sur",10,6,2015,-98,150000000,153600000,153630000,-99,906,1002,124.7444058,7.607939995,,
"Stabbing in Brgy. Cebuano Group, Wao, Lanao del Sur",26,12,2020,4,150000000,153600000,153630000,-99,906,-98,124.7444058,7.607939995,,
"Stabbing in Brgy. Chinese Pier, Jolo, Sulu",12,10,2016,2,150000000,156600000,156602000,-99,906,-98,120.9974084,6.053248526,,
"Stabbing in Brgy. Chinese Pier, Jolo, Sulu",27,9,2018,2,150000000,156600000,156602000,-99,906,-98,120.9974084,6.053248526,,
"Stabbing in Brgy. Colonia, Lamitan City, Basilan",5,10,2016,3,150000000,150700000,-99,150702000,906,8004,122.155004,6.639064429,,
"Stabbing in Brgy. Colonia, Lamitan City, Basilan",9,2,2017,2,150000000,150700000,-99,150702000,906,-98,122.155004,6.639064429,,
"Stabbing in Brgy. Colonia, Lamitan, Basilan",19,11,2017,2,150000000,150700000,-99,150702000,906,-98,122.155004,6.639064429,,
"Stabbing in Brgy. Crossing Simuay, Sultan Kudarat, Maguindanao",4,12,2016,3,150000000,153800000,153812000,-99,908,3001,124.3076389,7.269439902,,
"Stabbing in Brgy. Dalumangcob (Pob.), Sultan Kudarat, Maguindanao",24,7,2017,3,150000000,153800000,153812000,-99,906,3005,124.2924564,7.263835183,,
"Stabbing in Brgy. Damatog, Northern Kabuntalan, Maguindanao",18,9,2016,2,150000000,153800000,153834000,-99,906,-98,124.4298401,7.182995585,,
"Stabbing in Brgy. Darapanan, Sultan Kudarat, Maguindanao",19,1,2014,3,150000000,153800000,153812000,-99,906,3001,124.329131,7.283312485,,
"Stabbing in Brgy. Datu Baguinda Putih, Sitangkai, Tawi-Tawi",17,9,2020,3,150000000,157000000,157005000,-99,906,-98,119.3975737,4.677634218,,
"Stabbing in Brgy. Diki, Isabela City",13,2,2018,4,90000000,-99,-99,99701000,906,-98,121.9721788,6.717352425,,
"Stabbing in Brgy. Eastern Wao, Lanao del Sur",15,8,2016,2,150000000,153600000,153630000,-99,906,1003,124.7280684,7.636806442,,
"Stabbing in Brgy. Eastern Wao, Wao, Lanao del Sur",27,5,2013,3,150000000,153600000,153630000,-99,906,1002,124.7280684,7.636806442,,
"Stabbing in Brgy. Eastern Wao, Wao, Lanao del Sur",17,4,2019,4,150000000,153600000,153630000,-99,906,1002,124.7280684,7.636806442,,
"Stabbing in Brgy. Frankfort, Bumbaran, Lanao del Sur",1,12,2016,3,150000000,153600000,153637000,-99,906,-98,124.6824434,7.78275656,,
"Stabbing in Brgy. Gandasuli, Patikul, Sulu",12,5,2014,3,150000000,156600000,156611000,-99,906,-98,121.0254251,6.055536282,,
"Stabbing in Brgy. Gandasuli, Patikul, Sulu",3,5,2018,12,150000000,156600000,156611000,-99,906,-98,121.0254251,6.055536282,,
"Stabbing in Brgy. Gang, Sultan Kudarat, Maguindanao",2,7,2015,3,150000000,153800000,153812000,-99,906,-98,124.2653817,7.250545581,,
"Stabbing in Brgy. Guimba, Marawi City, Lanao del Sur",13,3,2017,-98,150000000,153600000,-99,153617000,906,3005,124.3017176,8.031104153,,
"Stabbing in Brgy. Gumagadong Calawag, Parang, Maguindanao",17,9,2017,-98,150000000,153800000,153811000,-99,906,-98,124.27984,7.399650278,,
"Stabbing in Brgy. Isabela Proper (Pob.), Isabela City",27,9,2017,3,90000000,-99,-99,99701000,906,3005,121.9723854,6.705116151,,
"Stabbing in Brgy. Jakarta, Languyan, Tawi-Tawi",26,12,2020,3,150000000,157000000,157009000,-99,906,3005,120.1841789,5.335698887,,
"Stabbing in Brgy. Kajatian, Indanan, Sulu",1,5,2016,3,150000000,156600000,156601000,-99,906,3007,120.9911201,6.036994755,,
"Stabbing in Brgy. Kajatian, Indanan, Sulu",10,9,2018,2,150000000,156600000,156601000,-99,906,-98,120.9911201,6.036994755,,
"Stabbing in Brgy. Kajatian, Indanan, Sulu",17,1,2019,12,150000000,156600000,156601000,-99,906,-98,120.9911201,6.036994755,,
"Stabbing in Brgy. Kajatian, Indanan, Sulu",23,11,2020,4,150000000,156600000,156601000,-99,906,3006,120.9911201,6.036994755,,
"Stabbing in Brgy. Kalanganan, Cotabato City",21,1,2014,3,120000000,-99,-99,129804000,906,-98,124.2059778,7.233026609,,
"Stabbing in Brgy. Kalanganan, Cotabato City",10,10,2016,3,120000000,-99,-99,129804000,906,-98,124.2059778,7.233026609,,
"Stabbing in Brgy. Karuan, Ampatuan, Maguindanao",24,2,2018,3,150000000,153800000,153801000,-99,906,-98,124.4748624,6.78273055,,
"Stabbing in Brgy. Katuli, Sultan Kudarat, Maguindanao",20,11,2015,2,150000000,153800000,153812000,-99,906,-98,124.2405061,7.233311398,,
"Stabbing in Brgy. Katutungan, Wao, Lanao del Sur",14,2,2016,3,150000000,153600000,153630000,-99,906,-98,124.7549896,7.582541359,,
"Stabbing in Brgy. Kaumpurnah Zone 1, Isabela City",10,10,2019,5,90000000,-99,-99,99701000,906,3006,121.9731146,6.709009295,,
"Stabbing in Brgy. Kauran, Ampatuan, Maguindanao",24,12,2016,3,150000000,153800000,153801000,-99,906,3005,124.4748624,6.78273055,,
"Stabbing in Brgy. Kilikili East, Wao, Lanao del Sur",10,2,2016,3,150000000,153600000,153630000,-99,906,-98,124.7226283,7.730099745,,
"Stabbing in Brgy. Kili-Kili East, Wao, Lanao del Sur",13,10,2018,2,150000000,153600000,153630000,-99,906,1002,124.7226283,7.730099745,,
"Stabbing in Brgy. Kilikili East, Wao, Lanao del Sur ",28,9,2017,3,150000000,153600000,153630000,-99,906,-98,124.7226283,7.730099745,,
"Stabbing in Brgy. Kilikili West, Wao, Lanao del Sur",27,10,2014,3,150000000,153600000,153630000,-99,906,-98,124.6976273,7.742428158,,
"Stabbing in Brgy. Kilikili West, Wao, Lanao del Sur",17,12,2013,3,150000000,153600000,153630000,-99,906,-98,124.6976273,7.742428158,,
"Stabbing in Brgy. Kulay Bato, Lamitan City, Basilan",24,12,2015,5,150000000,150700000,-99,150702000,906,-98,122.1536503,6.66609274,,
"Stabbing in Brgy. Kulay Bato, Lamitan City, Basilan",10,7,2019,5,150000000,150700000,-99,150702000,906,3005,122.1536503,6.66609274,,
"Stabbing in Brgy. Kusiong, Datu Odin Sinsuat, Maguindanao",17,7,2015,-98,150000000,153800000,153807000,-99,906,-98,124.0870488,7.126828841,,
"Stabbing in Brgy. Kusiong, Datu Odin Sinsuat, Maguindanao",12,9,2016,2,150000000,153800000,153807000,-99,906,-98,124.0870488,7.126828841,,
"Stabbing in Brgy. Kuya, South Upi, Maguindanao",20,3,2016,3,150000000,153800000,153817000,-99,906,-98,124.1703224,6.780483507,,
"Stabbing in Brgy. Kuya, South Upi, Maguindanao",9,5,2016,5,150000000,153800000,153817000,-99,906,-98,124.1703224,6.780483507,,
"Stabbing in Brgy. Kuya, South Upi, Maguindanao",10,7,2015,3,150000000,153800000,153817000,-99,906,-98,124.1703224,6.780483507,,
"Stabbing in Brgy. Kuya, South Upi, Maguindanao",22,7,2012,3,150000000,153800000,153817000,-99,906,-98,124.1703224,6.780483507,,
"Stabbing in Brgy. Kuya, South Upi, Maguindanao",18,9,2011,3,150000000,153800000,153817000,-99,906,-98,124.1703224,6.780483507,,
"Stabbing in Brgy. Kuya, South Upi, Maguindanao",22,10,2016,5,150000000,153800000,153817000,-99,906,-98,124.1703224,6.780483507,,
"Stabbing in Brgy. Kuya, Upi, Maguindanao",13,8,2014,3,150000000,153800000,153817000,-99,906,-98,124.1703224,6.780483507,,
"Stabbing in Brgy. Labu-labu, Shariff Aguak, Maguindanao",23,5,2015,3,150000000,153800000,153808000,-99,906,-98,124.4442363,6.865942571,,
"Stabbing in Brgy. Labungan, Datu Odin Sinsuat, Maguindanao",6,2,2020,10,150000000,153800000,153807000,-99,906,3006,124.2375545,7.1069461,,
"Stabbing in Brgy. Landasan, Parang, Maguindanao",1,1,2015,3,150000000,153800000,153811000,-99,906,3001,124.2470118,7.335805166,,
"Stabbing in Brgy. Lanote, Isabela City",8,4,2011,3,90000000,-99,-99,99701000,906,3001,121.9884578,6.683325244,,
"Stabbing in Brgy. Limo-ok, Lamitan City, Basilan",24,2,2016,3,150000000,150700000,-99,150702000,906,-98,122.1018712,6.643569119,,
"Stabbing in Brgy. Liyubud, Mapun, Tawi-Tawi",4,10,2020,9,150000000,157000000,157003000,-99,906,1002,118.5193832,7.035787067,,
"Stabbing in Brgy. Lorenzo, Balabagan, Lanao del Sur",24,10,2014,3,150000000,153600000,153602000,-99,906,1002,124.130436,7.521474551,,
"Stabbing in Brgy. Luksumbang, Lamitan City, Basilan",5,10,2015,3,150000000,150700000,-99,150702000,906,-98,122.0943213,6.715134474,,
"Stabbing in Brgy. Lumbang, Isabela City",19,8,2016,2,90000000,-99,-99,99701000,906,1002,121.9557089,6.627783447,,
"Stabbing in Brgy. Lumbang, Isabela City ",18,10,2017,2,90000000,-99,-99,99701000,906,1002,121.9557089,6.627783447,,
"Stabbing in Brgy. Macabico, Sultan Mastura, Maguindanao",26,9,2015,3,150000000,153800000,153824000,-99,906,-98,124.2764278,7.285063576,,
"Stabbing in Brgy. Macadar, Lumbatan, Lanao del Sur",29,8,2017,1,150000000,153600000,153612000,-99,906,3001,124.2212373,7.753366585,,
"Stabbing in Brgy. Macasandag, Parang, Maguindanao",1,1,2016,3,150000000,153800000,153811000,-99,906,-98,124.2601868,7.403991189,,
"Stabbing in Brgy. Macasandag, Parang, Maguindanao",9,3,2015,3,150000000,153800000,153811000,-99,906,-98,124.2601868,7.403991189,,
"Stabbing in Brgy. Madanding, Bubong, Lanao del Sur",21,8,2013,3,150000000,153600000,153606000,-99,906,1002,124.3624904,7.988977264,,
"Stabbing in Brgy. Maganda, Lamitan City, Basilan",29,1,2019,3,150000000,150700000,-99,150702000,906,1002,122.1399439,6.657121462,,
"Stabbing in Brgy. Maganda, Lamitan City, Basilan",14,12,2019,3,150000000,150700000,-99,150702000,906,-98,122.1399439,6.657121462,,
"Stabbing in Brgy. Magaslong, Datu Piang, Maguindanao",28,3,2015,3,150000000,153800000,153806000,-99,906,-98,124.497303,7.014443784,,
"Stabbing in Brgy. Magorong Proper, Magorong, Lanao del Sur",10,8,2013,3,150000000,153600000,153631000,-99,906,-98,124.1565205,7.679657385,,
"Stabbing in Brgy. Making, Parang, Maguindanao",23,2,2014,3,150000000,153800000,153811000,-99,906,-98,124.2625561,7.389324024,,
"Stabbing in Brgy. Making, Parang, Maguindanao",26,10,2014,3,150000000,153800000,153811000,-99,906,-98,124.2625561,7.389324024,,
"Stabbing in Brgy. Makir, Dati Odin Sinsuat, Maguindanao",6,11,2020,4,150000000,153800000,153807000,-99,906,-98,124.3101055,7.039030195,,
"Stabbing in Brgy. Malakas, Lamitan City, Basilan ",22,10,2019,3,150000000,150700000,-99,150702000,906,1002,122.1381618,6.664094691,,
"Stabbing in Brgy. Maligaya, Lamitan City, Basilan",11,5,2016,2,150000000,150700000,-99,150702000,906,-98,122.1383477,6.660250692,,
"Stabbing in Brgy. Maligaya, Lamitan City, Basilan",5,8,2016,3,150000000,150700000,-99,150702000,906,1002,122.1383477,6.660250692,,
"Stabbing in Brgy. Maligaya, Lamitan City, Basilan",27,10,2016,3,150000000,150700000,-99,150702000,906,-98,122.1383477,6.660250692,,
"Stabbing in Brgy. Malinis, Lamitan City, Basilan",8,11,2016,3,150000000,150700000,-99,150702000,906,-98,122.1486789,6.658122806,,
"Stabbing in Brgy. Malo-ong Canal, Lamitan City, Basilan",12,10,2016,3,150000000,150700000,-99,150702000,906,-98,122.0713834,6.720737396,,
"Stabbing in Brgy. Malo-ong San Jose, Lamitan City, Basilan",12,10,2020,4,150000000,150700000,-99,150702000,906,3005,122.0802376,6.691105011,,
"Stabbing in Brgy. Mampallam, Talipao, Sulu",16,2,2018,5,150000000,156600000,156613000,-99,906,-98,121.0310947,5.983573169,,
"Stabbing in Brgy. Mangudadatu, Buluan, Maguindanao",5,2,2011,3,150000000,153800000,153803000,-99,906,-98,124.8016945,6.7432665,,
"Stabbing in Brgy. Manila Group, Wao, Lanao del Sur",3,2,2017,3,150000000,153600000,153630000,-99,906,-98,124.7190902,7.645372419,,
"Stabbing in Brgy. Manila Group, Wao, Lanao del Sur",3,2,2017,3,150000000,153600000,153630000,-99,906,3005,124.7190902,7.645372419,,
"Stabbing in Brgy. Mansilano, Bumbaran, Lanao del Sur",14,9,2016,3,150000000,153600000,153637000,-99,906,1002,124.6081582,7.862194727,,
"Stabbing in Brgy. Mansilano, Bumbaran, Lanao del Sur",26,8,2017,3,150000000,153600000,153637000,-99,906,3001,124.6081582,7.862194727,,
"Stabbing in Brgy. Marketsite (Pob.), Isabela City",14,6,2020,5,90000000,-99,-99,99701000,906,-98,121.9738575,6.707704426,,
"Stabbing in Brgy. Matarling, Lantawan, Basilan",29,8,2019,2,150000000,150700000,150703000,-99,906,1002,121.9161767,6.620863716,,
"Stabbing in Brgy. Matibay, Lamitan City",23,12,2017,3,150000000,150700000,-99,150702000,906,1002,122.1435572,6.661751051,,
"Stabbing in Brgy. Matibay, Lamitan City, Basilan",11,5,2016,3,150000000,150700000,-99,150702000,906,-98,122.1435572,6.661751051,,
"Stabbing in Brgy. Matibay, Lamitan City, Basilan",15,10,2011,3,150000000,150700000,-99,150702000,906,-98,122.1435572,6.661751051,,
"Stabbing in Brgy. Menzi, Isabela City",24,6,2011,3,90000000,-99,-99,99701000,906,-98,121.9689345,6.688683599,,
"Stabbing in Brgy. Milaya, Wao, Lanao del Sur",11,5,2015,3,150000000,153600000,153630000,-99,906,-98,124.814877,7.562424616,,
"Stabbing in Brgy. Milaya, Wao, Lanao del Sur",21,5,2016,3,150000000,153600000,153630000,-99,906,1002,124.814877,7.562424616,,
"Stabbing in Brgy. Milaya, Wao, Lanao del Sur",21,9,2014,3,150000000,153600000,153630000,-99,906,3005,124.814877,7.562424616,,
"Stabbing in Brgy. Milaya, Wao, Lanao del Sur",25,9,2016,3,150000000,153600000,153630000,-99,906,-98,124.814877,7.562424616,,
"Stabbing in Brgy. Milaya, Wao, Lanao del Sur",22,12,2015,3,150000000,153600000,153630000,-99,906,1002,124.814877,7.562424616,,
"Stabbing in Brgy. Milaya, Wao, Lanao del Sur",24,6,2020,-98,150000000,153600000,153630000,-99,906,1002,124.814877,7.562424616,,
"Stabbing in Brgy. Mimbuaya, Wao, Lanao del Sur",7,2,2016,3,150000000,153600000,153630000,-99,906,1002,124.7520758,7.674206224,,
"Stabbing in Brgy. Moncado Colony, Marawi City, Lanao del Sur",1,2,2015,3,150000000,153600000,-99,153617000,906,1007,124.2956999,7.997772485,,
"Stabbing in Brgy. Montiaan, Bubong, Lanao del Sur",9,9,2016,2,150000000,153600000,153606000,-99,906,3005,124.3858808,7.984350155,,
"Stabbing in Brgy. Namuken, Sultan Mastura, Maguindanao",8,12,2019,3,150000000,153800000,153824000,-99,906,2013,124.2445335,7.290261465,,
"Stabbing in Brgy. Navarro, Marawi City, Lanao del Sur",19,12,2019,4,150000000,153600000,-99,153617000,906,1002,124.284106,8.006810304,,
"Stabbing in Brgy. Nituan, Parang, Maguindanao",6,12,2015,2,150000000,153800000,153811000,-99,906,-98,124.2785322,7.36295903,,
"Stabbing in Brgy. Nituan, Parang, Maguindanao",27,10,2018,3,150000000,153800000,153811000,-99,906,-98,124.2785322,7.36295903,,
"Stabbing in Brgy. North Laud, Siasi, Sulu",26,8,2012,3,150000000,156600000,156612000,-99,906,-98,120.8270983,5.564833023,,
"Stabbing in Brgy. North Laud, Siasi, Sulu ",5,10,2018,1,150000000,156600000,156612000,-99,906,-98,120.8270983,5.564833023,,
"Stabbing in Brgy. Pagalongan, Wao, Lanao del Sur",19,1,2015,3,150000000,153600000,153630000,-99,906,1002,124.7947681,7.590744823,,
"Stabbing in Brgy. Pagalongan, Wao, Lanao del Sur",7,2,2016,3,150000000,153600000,153630000,-99,906,1002,124.7947681,7.590744823,,
"Stabbing in Brgy. Pagalongan, Wao, Lanao del Sur",27,10,2016,3,150000000,153600000,153630000,-99,906,1002,124.7947681,7.590744823,,
"Stabbing in Brgy. Pagalongan, Wao, Lanao del Sur",24,12,2016,3,150000000,153600000,153630000,-99,906,-98,124.7947681,7.590744823,,
"Stabbing in Brgy. Pagalongan, Wao, Lanao del Sur",28,12,2019,-98,150000000,153600000,153630000,-99,906,1002,124.7947681,7.590744823,,
"Stabbing in Brgy. Pag-asa, Bongao, Tawi-Tawi",30,3,2012,3,150000000,157000000,157002000,-99,919,1007,119.7680696,5.027593301,,
"Stabbing in Brgy. Pagatin, Datu Salibo, Maguindanao",28,4,2017,9,150000000,153800000,153836000,-99,906,-98,124.4914902,6.985319041,,
"Stabbing in Brgy. Pandan, South Upi, Maguindanao",17,8,2020,3,150000000,153800000,153817000,-99,2032,-98,124.2503493,6.831497225,,
"Stabbing in Brgy. Panducan, Hadji Muhtamad, Basilan",31,3,2014,3,150000000,150700000,150712000,-99,906,8004,121.6169212,6.60038424,,
"Stabbing in Brgy. Panggawalupa, Calanogas, Lanao del Sur",10,1,2016,3,150000000,153600000,153632000,-99,906,3005,124.0759264,7.755722498,,
"Stabbing in Brgy. Park Area (Pob.), Wao, Lanao del Sur",8,11,2018,5,150000000,153600000,153630000,-99,906,1002,124.6771485,7.695580328,,
"Stabbing in Brgy. Park Area (Pob.), Wao, Lanao del Sur",6,12,2020,9,150000000,153600000,153630000,-99,906,1002,124.6771485,7.695580328,,
"Stabbing in Brgy. Park Area, Wao in Lanao del Sur",26,12,2012,3,150000000,153600000,153630000,-99,906,3001,124.6771485,7.695580328,,
"Stabbing in Brgy. Pasiagan, Bongao, Tawi-Tawi",5,9,2016,3,150000000,157000000,157002000,-99,906,-98,119.7523613,5.01399505,,
"Stabbing in Brgy. Paulino Labio, North Kabuntalan, Maguindanao",6,10,2013,3,150000000,153800000,153834000,-99,906,1007,124.4660843,7.198086353,,
"Stabbing in Brgy. Pilar, South Upi, Maguindanao",26,2,2013,3,150000000,153800000,153817000,-99,906,-98,124.2598057,6.781871636,,
"Stabbing in Brgy. Pilar, South Upi, Maguindanao",25,5,2014,3,150000000,153800000,153817000,-99,906,-98,124.2598057,6.781871636,,
"Stabbing in Brgy. Pilar, South Upi, Maguindanao",30,10,2012,3,150000000,153800000,153817000,-99,906,3005,124.2598057,6.781871636,,
"Stabbing in Brgy. Pilar, South, Upi, Maguindanao",13,8,2015,3,150000000,153800000,153817000,-99,906,-98,124.2598057,6.781871636,,
"Stabbing in Brgy. Pilintangan, Wao, Lanao del Sur",31,10,2015,3,150000000,153600000,153630000,-99,906,-98,124.6636999,7.650469502,,
"Stabbing in Brgy. Poblacion 1, Cotabato City",13,5,2016,3,120000000,-99,-99,129804000,906,-98,124.2581802,7.224162163,,
"Stabbing in Brgy. Poblacion 1, Cotabato City",18,7,2019,3,120000000,-99,-99,129804000,906,-98,124.2581802,7.224162163,,
"Stabbing in Brgy. Poblacion 5, Cotabato City",8,4,2016,3,120000000,-99,-99,129804000,906,-98,124.2497832,7.223115208,,
"Stabbing in Brgy. Poblacion 5, Cotabato City",9,4,2014,5,120000000,-99,-99,129804000,906,-98,124.2497832,7.223115208,,
"Stabbing in Brgy. Poblacion 5, Cotabato City",4,3,2017,3,120000000,-99,-99,129804000,906,-98,124.2497832,7.223115208,,
"Stabbing in Brgy. Poblacion 5, Cotabato City",31,5,2018,2,120000000,-99,-99,129804000,906,3006,124.2497832,7.223115208,,
"Stabbing in Brgy. Poblacion 5, Cotabato City",11,12,2020,4,120000000,-99,-99,129804000,906,1012,124.2497832,7.223115208,,
"Stabbing in Brgy. Poblacion 6, Cotabato City",26,6,2016,3,120000000,-99,-99,129804000,2032,-98,124.2457088,7.224224435,,
"Stabbing in Brgy. Poblacion 6, Cotabato City",5,7,2016,3,120000000,-99,-99,129804000,906,-98,124.2457088,7.224224435,,
"Stabbing in Brgy. Poblacion 6, Cotabato City",6,7,2016,3,120000000,-99,-99,129804000,906,-98,124.2457088,7.224224435,,
"Stabbing in Brgy. Poblacion 6, Cotabato City",24,12,2014,3,120000000,-99,-99,129804000,906,-98,124.2457088,7.224224435,,
"Stabbing in Brgy. Poblacion 6, Cotabato City",17,3,2017,3,120000000,-99,-99,129804000,906,-98,124.2457088,7.224224435,,
"Stabbing in Brgy. Poblacion 7, Cotabato City",30,9,2014,3,120000000,-99,-99,129804000,906,-98,124.2508134,7.226664629,,
"Stabbing in Brgy. Poblacion II, Parang, Maguindanao",16,6,2020,5,150000000,153800000,153811000,-99,906,3005,124.2669308,7.379204844,,
"Stabbing in Brgy. Poblacion, Ampatuan, Maguindanao",5,7,2015,3,150000000,153800000,153801000,-99,906,-98,124.4668092,6.834806848,,
"Stabbing in Brgy. Poblacion, Cotabato City",24,3,2014,3,120000000,-99,-99,129804000,906,-98,124.2574471,7.220192174,,
"Stabbing in Brgy. Poblacion, Cotabato City",26,10,2018,2,120000000,-99,-99,129804000,906,-98,124.2574471,7.220192174,,
"Stabbing in Brgy. Poblacion, Datu Piang, Maguindanao",15,9,2018,3,150000000,153800000,153806000,-99,906,-98,124.5029304,7.023638118,,
"Stabbing in Brgy. Port Area, Isabela City",27,11,2016,3,90000000,-99,-99,99701000,906,-98,121.9707834,6.707446828,,
"Stabbing in Brgy. Punay, Panglima Estino,  Sulu",3,1,2019,12,150000000,156600000,156616000,-99,906,-98,121.1873576,5.960435559,,
"Stabbing in Brgy. Ragayan, Poona Bayabao, Lanao del Sur",3,6,2011,3,150000000,153600000,153622000,-99,906,-98,124.365257,7.835476275,,
"Stabbing in Brgy. Raya Madaya 2, Marawi City",1,6,2014,3,150000000,153600000,-99,153617000,906,-98,124.2898714,7.998992901,,
"Stabbing in Brgy. Rebuken, Sultan Kudarat, Maguindanao",6,12,2016,3,150000000,153800000,153812000,-99,906,-98,124.2802517,7.257739873,,
"Stabbing in Brgy. Rempes, Upi, Maguindanao",23,9,2018,9,150000000,153800000,153815000,-99,906,1002,124.0834328,6.988212508,,
"Stabbing in Brgy. Renede, Upi, Maguindanao",14,7,2016,2,150000000,153800000,153815000,-99,906,-98,124.064568,7.044267121,,
"Stabbing in Brgy. Renede, Upi, Maguindanao",26,11,2015,2,150000000,153800000,153815000,-99,901,-98,124.064568,7.044267121,,
"Stabbing in Brgy. Rifao, Upi, Maguindanao",21,8,2016,3,150000000,153800000,153815000,-99,906,-98,124.0880432,6.808624715,,
"Stabbing in Brgy. Romangaob (Pob.), South Upi, Maguindanao",2,9,2019,8,150000000,153800000,153817000,-99,906,1002,124.1783179,6.845109866,,
